epoch,success_flag,cumulative_success,loss,acc1,acc5
0,0,0,4.578125,0.00390625,0.06640625
0,0,0,4.453125,0.001953125,0.140625
0,0,0,4.39453125,0.015625,0.22265625
1,0,0,4.30078125,0.107421875,0.224609375
1,0,0,4.1328125,0.1640625,0.2265625
1,0,0,3.97265625,0.1640625,0.283203125
1,0,0,3.974609375,0.1640625,0.283203125
