epoch,loss,acc1_pct,acc5_pct
0,4.347759540264423,2.215788452527844,11.65503148849194
1,4.040120442708333,6.814567372202873,19.907197852929436
2,4.03204345703125,8.609848469495773,22.304432690143585
3,3.7902972881610575,11.054438581833473,25.210519364246952
